Sample ID,Sequence Round,Cattle Tag Number,Biorepository Number,USNM Number,Country,Region,Site,Sampling Date,Latitude,Longitude,Region:Site
Gorgona_146,2,146,NA,NA,Colombia,Gorgona,Playa Blanca S,NA,2.92975,-78.20268,Gorgona:Playa Blanca S
Gorgona_147,2,147,NA,NA,Colombia,Gorgona,Playa Blanca S,NA,2.92975,-78.20268,Gorgona:Playa Blanca S
Gorgona_149,2,149,NA,NA,Colombia,Gorgona,Playa Blanca S,NA,2.92975,-78.20268,Gorgona:Playa Blanca S
Gorgona_150,2,150,NA,NA,Colombia,Gorgona,Playa Blanca S,NA,2.92975,-78.20268,Gorgona:Playa Blanca S
Gorgona_151,2,151,NA,NA,Colombia,Gorgona,Playa Blanca S,NA,2.92975,-78.20268,Gorgona:Playa Blanca S
Gorgona_166,2,166,NA,NA,Colombia,Gorgona,La Ventana S Int,NA,2.92975,-78.20268,Gorgona:La Ventana S Int
Gorgona_167,2,167,NA,NA,Colombia,Gorgona,La Ventana S Int,NA,2.92975,-78.20268,Gorgona:La Ventana S Int
Gorgona_168,2,168,NA,NA,Colombia,Gorgona,La Ventana S Int,NA,2.92975,-78.20268,Gorgona:La Ventana S Int
Gorgona_171,2,171,NA,NA,Colombia,Gorgona,La Ventana S Int,NA,2.92975,-78.20268,Gorgona:La Ventana S Int
Gorgona_173,2,173,NA,NA,Colombia,Gorgona,La Ventana S Int,NA,2.92975,-78.20268,Gorgona:La Ventana S Int
Gorgona_179,2,179,NA,NA,Colombia,Gorgona,La Ventana N Ext,NA,2.92975,-78.20268,Gorgona:La Ventana N Ext
Gorgona_180,2,180,NA,NA,Colombia,Gorgona,La Ventana N Ext,NA,2.92975,-78.20268,Gorgona:La Ventana N Ext
Gorgona_181,2,181,NA,NA,Colombia,Gorgona,La Ventana N Ext,NA,2.92975,-78.20268,Gorgona:La Ventana N Ext
Gorgona_22,2,22A,NA,NA,Colombia,Gorgona,Azufrada N,NA,2.92975,-78.20268,Gorgona:Azufrada N
Gorgona_23,2,23-1A,NA,NA,Colombia,Gorgona,Azufrada N,NA,2.92975,-78.20268,Gorgona:Azufrada N
Gorgona_24,2,24-1A,NA,NA,Colombia,Gorgona,Azufrada N,NA,2.92975,-78.20268,Gorgona:Azufrada N
Gorgona_26,2,26,NA,NA,Colombia,Gorgona,Azufrada N,NA,2.92975,-78.20268,Gorgona:Azufrada N
Gorgona_27,2,27,NA,NA,Colombia,Gorgona,Azufrada N,NA,2.92975,-78.20268,Gorgona:Azufrada N
Gorgona_28,2,28,NA,NA,Colombia,Gorgona,Azufrada N,NA,2.92975,-78.20268,Gorgona:Azufrada N
Gorgona_30,2,30,NA,NA,Colombia,Gorgona,Azufrada N,NA,2.92975,-78.20268,Gorgona:Azufrada N
Gorgona_31,2,31,NA,NA,Colombia,Gorgona,Azufrada N,NA,2.92975,-78.20268,Gorgona:Azufrada N
Gorgona_41,2,41,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_44,2,44,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_46,2,46,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_47,2,47,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_49,2,49,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_69,2,69,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_70,2,70,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_71,2,71,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_72,2,72,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_73,2,73,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_74,2,74,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_75,2,75,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_76,2,76,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_77,2,77,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Gorgona_78,2,78,NA,NA,Colombia,Gorgona,Azufrada S,NA,2.92975,-78.20268,Gorgona:Azufrada S
Isabela_1E,2,1E,NA,NA,Ecuador,Galapagos,Isabela,NA,-0.96667,-90.95225,Galapagos:Isabela
Isabela_2E,2,2E,NA,NA,Ecuador,Galapagos,Isabela,NA,-0.96667,-90.95225,Galapagos:Isabela
Isabela_3E,2,3E,NA,NA,Ecuador,Galapagos,Isabela,NA,-0.96667,-90.95225,Galapagos:Isabela
Isabela_4E,2,4E,NA,NA,Ecuador,Galapagos,Isabela,NA,-0.96667,-90.95225,Galapagos:Isabela
Isabela_7A,2,7A,NA,NA,Ecuador,Galapagos,Isabela,NA,-0.96667,-90.95225,Galapagos:Isabela
PAN-78b,2,NA,NA,NA,Panama,Chiriqui,Uvas,NA,7.815128015,-81.75892202,Chiriqui:Uvas
PAN_05b,2,NA,NA,NA,Panama,Panama,Saboga,NA,8.62807,-79.05462,Panama:Saboga
PAN_05c,2,NA,NA,NA,Panama,Panama,Saboga,NA,8.62807,-79.05462,Panama:Saboga
PAN_10b,2,NA,NA,NA,Panama,Panama,Saboga,NA,8.62807,-79.05462,Panama:Saboga
PAN_10c,2,NA,NA,NA,Panama,Panama,Saboga,NA,8.62807,-79.05462,Panama:Saboga
Perlas_334,2,334,AP3XG25,USNM 1666068,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,Panama:Contadora
Perlas_336,2,336,AP3XG27,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,Panama:Contadora
Perlas_337b,2,337,AP3XG28,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,Panama:Contadora
Perlas_338,2,338,AP3XG29,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,Panama:Contadora
Perlas_342,2,342,AP3XG33,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,Panama:Contadora
Perlas_345,2,345,AP3XG36,USNM 1666065,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,Panama:Contadora
Perlas_348,2,348,AP3XG39,USNM 1666075,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,Panama:Contadora
Perlas_349,2,349,AP3XG40,NA,Panama,Panama,Contadora,3/3/22,8.63388,-79.0292,Panama:Contadora
Perlas_358b,2,358,AP3XG49,NA,Panama,Panama,Saboga,3/4/22,8.62807,-79.05462,Panama:Saboga
Perlas_358c,2,358,AP3XG49,NA,Panama,Panama,Saboga,3/4/22,8.62807,-79.05462,Panama:Saboga
Perlas_376b,2,376,AP3XG67,NA,Panama,Panama,Saboga Islets,3/4/22,8.6383,-79.05535,Panama:Saboga Islets
Perlas_376c,2,376,AP3XG67,NA,Panama,Panama,Saboga Islets,3/4/22,8.6383,-79.05535,Panama:Saboga Islets
SanCristobal_1A,2,1A,NA,NA,Ecuador,Galapagos,Santa Cruz,NA,-0.758707,-90.30522,Galapagos:Santa Cruz
SanCristobal_2A,2,2A,NA,NA,Ecuador,Galapagos,Santa Cruz,NA,-0.758707,-90.30522,Galapagos:Santa Cruz
SanCristobal_3A,2,3A,NA,NA,Ecuador,Galapagos,Santa Cruz,NA,-0.758707,-90.30522,Galapagos:Santa Cruz
SanCristobal_4A,2,4A,NA,NA,Ecuador,Galapagos,Santa Cruz,NA,-0.758707,-90.30522,Galapagos:Santa Cruz
SanCristobal_5A,2,5A,NA,NA,Ecuador,Galapagos,Santa Cruz,NA,-0.758707,-90.30522,Galapagos:Santa Cruz
SantaCruz_1A,2,1A,NA,NA,Ecuador,Galapagos,San Cristobal,NA,-0.71281,-89.24040771,Galapagos:San Cristobal
SantaCruz_2A,2,2A,NA,NA,Ecuador,Galapagos,San Cristobal,NA,-0.71281,-89.24040771,Galapagos:San Cristobal
SantaCruz_3A,2,3A,NA,NA,Ecuador,Galapagos,San Cristobal,NA,-0.71281,-89.24040771,Galapagos:San Cristobal
SantaCruz_4A,2,4A,NA,NA,Ecuador,Galapagos,San Cristobal,NA,-0.71281,-89.24040771,Galapagos:San Cristobal
SantaCruz_5A,2,5A,NA,NA,Ecuador,Galapagos,San Cristobal,NA,-0.71281,-89.24040771,Galapagos:San Cristobal
Secas_299,2,299-1,NA,NA,Panama,Chiriqui,Secas,NA,7.958645,-82.015012,Chiriqui:Secas
Secas_302,2,302-1,NA,NA,Panama,Chiriqui,Secas,NA,7.958645,-82.015012,Chiriqui:Secas
Secas_303,2,303-1,NA,NA,Panama,Chiriqui,Secas,NA,7.958645,-82.015012,Chiriqui:Secas
Secas_304,2,305-1,NA,NA,Panama,Chiriqui,Secas,NA,7.958645,-82.015012,Chiriqui:Secas
URA-51b,2,NA,NA,NA,Panama,Panama,Uraba,NA,8.779195994,-79.53109993,Panama:Uraba
Wolf2_1E,2,1E,NA,NA,Ecuador,Galapagos,Wolf2,NA,1.38396,-91.82057,Galapagos:Wolf2
Wolf2_2E,2,2E,NA,NA,Ecuador,Galapagos,Wolf2,NA,1.38396,-91.82057,Galapagos:Wolf2
Wolf2_3E,2,3E,NA,NA,Ecuador,Galapagos,Wolf2,NA,1.38396,-91.82057,Galapagos:Wolf2
Wolf2_4E,2,4E,NA,NA,Ecuador,Galapagos,Wolf2,NA,1.38396,-91.82057,Galapagos:Wolf2
Wolf2_5E,2,5E,NA,NA,Ecuador,Galapagos,Wolf2,NA,1.38396,-91.82057,Galapagos:Wolf2
Wolf_1E,2,1E,NA,NA,Ecuador,Galapagos,Wolf,NA,1.38396,-91.82057,Galapagos:Wolf
Wolf_2E,2,2E,NA,NA,Ecuador,Galapagos,Wolf,NA,1.38396,-91.82057,Galapagos:Wolf
Wolf_3E,2,3E,NA,NA,Ecuador,Galapagos,Wolf,NA,1.38396,-91.82057,Galapagos:Wolf
Wolf_4E,2,4E,NA,NA,Ecuador,Galapagos,Wolf,NA,1.38396,-91.82057,Galapagos:Wolf
Wolf_5E,2,5E,NA,NA,Ecuador,Galapagos,Wolf,NA,1.38396,-91.82057,Galapagos:Wolf
BahiaCulebra_1,3,1,NA,NA,Costa Rica,Bahia Culebra,Guiri,NA,10.613675,-85.690042,Bahia Culebra:Guiri
BahiaCulebra_10,3,10,NA,NA,Costa Rica,Bahia Culebra,Guiri,NA,10.613675,-85.690042,Bahia Culebra:Guiri
BahiaCulebra_11,3,11,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_12,3,12,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_13,3,13,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_14,3,14,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_15,3,15,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_16,3,16,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_17,3,17,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_18,3,18,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_19,3,19,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_1b,3,1,NA,NA,Costa Rica,Bahia Culebra,Guiri,7/16/22,10.613675,-85.690042,Bahia Culebra:Guiri
BahiaCulebra_20,3,20,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_21,3,21,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_22,3,22,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_23,3,23,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_24,3,24,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_25,3,25,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_26,3,26,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_27,3,27,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_28,3,28,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_29,3,29,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_3,3,3,NA,NA,Costa Rica,Bahia Culebra,Guiri,NA,10.613675,-85.690042,Bahia Culebra:Guiri
BahiaCulebra_30,3,30,NA,NA,Costa Rica,Bahia Culebra,Playa Blanca,NA,10.610535,-85.686379,Bahia Culebra:Playa Blanca
BahiaCulebra_5,3,5,NA,NA,Costa Rica,Bahia Culebra,Guiri,NA,10.613675,-85.690042,Bahia Culebra:Guiri
BahiaCulebra_6,3,6,NA,NA,Costa Rica,Bahia Culebra,Guiri,NA,10.613675,-85.690042,Bahia Culebra:Guiri
BahiaCulebra_7,3,7,NA,NA,Costa Rica,Bahia Culebra,Guiri,NA,10.613675,-85.690042,Bahia Culebra:Guiri
BahiaCulebra_8,3,8,NA,NA,Costa Rica,Bahia Culebra,Guiri,NA,10.613675,-85.690042,Bahia Culebra:Guiri
BahiaCulebra_9,3,9,NA,NA,Costa Rica,Bahia Culebra,Guiri,NA,10.613675,-85.690042,Bahia Culebra:Guiri
GolfoDulce_10,3,10,NA,NA,Costa Rica,Golfo Dulce,La Viuda,7/16/22,8.622939,-83.235286,Golfo Dulce:La Viuda
GolfoDulce_12,3,12,NA,NA,Costa Rica,Golfo Dulce,La Viuda,7/16/22,8.6229,-83.2352,Golfo Dulce:La Viuda
GolfoDulce_18,3,18,NA,NA,Costa Rica,Golfo Dulce,La Viuda,7/16/22,8.62297,-83.235145,Golfo Dulce:La Viuda
GolfoDulce_2,3,2,NA,NA,Costa Rica,Golfo Dulce,Punta Gallardo,7/16/22,8.62627256,-83.23645551,Golfo Dulce:Punta Gallardo
GolfoDulce_20,3,20,NA,NA,Costa Rica,Golfo Dulce,Punta Gallardo,7/16/22,8.6262,-83.2364,Golfo Dulce:Punta Gallardo
GolfoDulce_21,3,21,NA,NA,Costa Rica,Golfo Dulce,La Viuda,7/16/22,8.623055,-83.235085,Golfo Dulce:La Viuda
GolfoDulce_22,3,22,NA,NA,Costa Rica,Golfo Dulce,La Viuda,7/16/22,8.62297,-83.235145,Golfo Dulce:La Viuda
GolfoDulce_23,3,23,NA,NA,Costa Rica,Golfo Dulce,Punta Islotes,7/16/22,8.72718223,-83.386524,Golfo Dulce:Punta Islotes
GolfoDulce_25,3,25,NA,NA,Costa Rica,Golfo Dulce,Punta Estrella,7/16/22,8.7128,-83.431989,Golfo Dulce:Punta Estrella
GolfoDulce_26,3,26,NA,NA,Costa Rica,Golfo Dulce,Punta Islotes,7/16/22,8.72694308,-83.387934,Golfo Dulce:Punta Islotes
GolfoDulce_2b,3,2,NA,NA,Costa Rica,Golfo Dulce,Punta Gallardo,7/16/22,8.62627256,-83.23645551,Golfo Dulce:Punta Gallardo
GolfoDulce_30,3,30,NA,NA,Costa Rica,Golfo Dulce,Punta Cativo,7/16/22,8.683245,-83.330335,Golfo Dulce:Punta Cativo
GolfoDulce_31,3,31,NA,NA,Costa Rica,Golfo Dulce,Punta Gallardo,7/16/22,8.62627256,-83.236456,Golfo Dulce:Punta Gallardo
GolfoDulce_32,3,32,NA,NA,Costa Rica,Golfo Dulce,La Viuda,7/16/22,8.6229,-83.2352,Golfo Dulce:La Viuda
GolfoDulce_33,3,33,NA,NA,Costa Rica,Golfo Dulce,La Viuda,7/16/22,8.6229,-83.2352,Golfo Dulce:La Viuda
GolfoDulce_37,3,37,NA,NA,Costa Rica,Golfo Dulce,Punta Estrella,7/16/22,8.7128,-83.431989,Golfo Dulce:Punta Estrella
GolfoDulce_47,3,47,NA,NA,Costa Rica,Golfo Dulce,Punta Adela,7/16/22,8.65562,-83.29612,Golfo Dulce:Punta Adela
GolfoDulce_8,3,8,NA,NA,Costa Rica,Golfo Dulce,La Viuda,7/16/22,8.622939027,-83.235286,Golfo Dulce:La Viuda
GolfoDulce_8b,3,8,NA,NA,Costa Rica,Golfo Dulce,La Viuda,7/16/22,8.622939027,-83.235286,Golfo Dulce:La Viuda
