Sample ID,Genotype ID,Cattle Tag Number,Biorepository Number,USNM Number,Country,Region,Site,Sampling Date,Latitude,Longitude,Set,STRI,RSMAS,ANALYSIS,TECHNICAL_REPLICATE,SINGLE_GENOTYPE,CLONAL_GENOTYPE,NOCLONES_SAMPLE,Region:Site,haplotype,mtorf_type,Species
Perlas_410_AP3XG77,,410,AP3XG77,USNM 1666106,Panama,Panama,San Pedro,3/8/22,8.45996,-78.85208,STRI,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Panama:San Pedro,IV,Type 1a,P. grandis
Perlas_411_AP3XG78,Perlas_J,411,AP3XG78,USNM 1666107,Panama,Panama,San Pedro,3/8/22,8.45996,-78.85208,STRI,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Panama:San Pedro,IV,Type 1a,P. grandis
Perlas_412_AP3XG79,,412,AP3XG79,USNM 1666108,Panama,Panama,San Pedro,3/8/22,8.45996,-78.85208,STRI,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Panama:San Pedro,IV,Type 1a,P. grandis
PAN_05,Perlas_H,NA,NA,NA,Panama,Panama,Saboga,9/5/20,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Panama:Saboga,IV,Type 1a,P. grandis
PAN_10,Perlas_R,NA,NA,NA,Panama,Panama,Saboga,9/5/20,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Panama:Saboga,I,Type 3a,P. verrucosa 3a
PAN_32,,NA,NA,NA,Panama,Chiriqui,Uvas,9/5/20,7.815128015,-81.75892202,RSMAS,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Chiriqui:Uvas,IV,Type 1a,P. grandis
PAN_34,,NA,NA,NA,Panama,Chiriqui,Uvas,9/5/20,7.815128015,-81.75892202,RSMAS,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Chiriqui:Uvas,IV,Type 1a,P. grandis
PAN_35,,NA,NA,NA,Panama,Chiriqui,Uvas,9/5/20,7.815128015,-81.75892202,RSMAS,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Chiriqui:Uvas,IV,Type 1a,P. grandis
PAN_37,Perlas_Q,NA,NA,NA,Panama,Panama,Saboga,9/5/20,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Panama:Saboga,NA,Type 3a,P. verrucosa 3a
PAN_39,Perlas_K,NA,NA,NA,Panama,Panama,Saboga,9/5/20,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,Panama:Saboga,NA,Type 1a,P. grandis
PAN_41,Perlas_Q,NA,NA,NA,Panama,Panama,Saboga,9/5/20,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,Panama:Saboga,I,Type 3a,P. verrucosa 3a
PAN_43,,NA,NA,NA,Panama,Panama,Saboga,9/5/20,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Panama:Saboga,I,Type 3a,P. verrucosa 3a
PAN_44,Perlas_N,NA,NA,NA,Panama,Panama,Saboga,9/5/20,8.62807,-79.05462,RSMAS,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,Panama:Saboga,I,Type 3a,P. verrucosa 3a
PAN_78,Coiba_C,NA,NA,NA,Panama,Chiriqui,Uvas,9/5/20,7.815128015,-81.75892202,RSMAS,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Chiriqui:Uvas,IV,Type 1a,P. grandis
PAN_79,Coiba_C,NA,NA,NA,Panama,Chiriqui,Uvas,9/5/20,7.815128015,-81.75892202,RSMAS,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,Chiriqui:Uvas,IV,Type 1a,P. grandis
PAN_83,,NA,NA,NA,Panama,Chiriqui,Uvas,9/5/20,7.815128015,-81.75892202,RSMAS,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Chiriqui:Uvas,IV,Type 1a,P. grandis
URA_12,,NA,NA,NA,Panama,Panama,Uraba,9/5/20,8.779195994,-79.53109993,RSMAS,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Panama:Uraba,IV,Type 1a,P. grandis
URA_16,Perlas_B,NA,NA,NA,Panama,Panama,Uraba,9/5/20,8.779195994,-79.53109993,RSMAS,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,Panama:Uraba,IV,Type 1a,P. grandis
URA_51,Perlas_B,NA,NA,NA,Panama,Panama,Uraba,9/5/20,8.779195994,-79.53109993,RSMAS,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Panama:Uraba,IV,Type 1a,P. grandis
Clip_02,,NA,NA,NA,France,Clipperton,Clipperton,3/14/05,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Clipperton:Clipperton,V,Type 2,P. effusa
Clip_03,,NA,NA,NA,France,Clipperton,Clipperton,3/14/05,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Clipperton:Clipperton,V,Type 2,P. effusa
Clip_15,,NA,NA,NA,France,Clipperton,Clipperton,3/14/05,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Clipperton:Clipperton,IV,Type 1a,P. grandis
Clip_19,Clipperton_A,NA,NA,NA,France,Clipperton,Clipperton,3/14/05,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Clipperton:Clipperton,V,Type 2,P. effusa
Clip_21,,NA,NA,NA,France,Clipperton,Clipperton,3/14/05,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Clipperton:Clipperton,IV,Type 1a,P. grandis
Clip_26,,NA,NA,NA,France,Clipperton,Clipperton,3/14/05,10.28714487,-109.206346,Clipperton,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Clipperton:Clipperton,V,Type 2,P. effusa
